"num","name","url","info","likes","genre","img","administrators","bio","albums"
"","EFREM","http://www.rockit.it/efrem17","Band, Bologna, Emilia Romagna","80","Rock, Punk, New-Wave ","url(/thumb700x250/foto/93130.jpg)","[""/recensione/24636/efrem-con-le-nostre-carni-strette-album-2014"",""/recensione/22314/efrem-con-le-nostre-carni-strette"",""/news/smista-cd-tre-album-belli-dopo-corteggiamento"",""/user/efrem17"",""/user/hereitsallok""]","\n<div class=""content-rece""><p>Rock/Hardcore band from Bologna</p></div>\n","[{""name"":""Con le nostre carni strette Album 2014"",""date"":"" 2014 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/24636.jpg"",""link"":""http://www.rockit.it/efrem17/album/con-le-nostre-carni-strette-album-2014/24636""},{""name"":""Con le nostre carni strette"",""date"":"" 2013 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/22314.jpg"",""link"":""http://www.rockit.it/efrem17/album/con-le-nostre-carni-strette/22314""},{""name"":""Occhio ai pensieri ombottigliati dei giovani uominiincazzati"",""date"":"" 2011 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/14009.jpg"",""link"":""http://www.rockit.it/efrem17/album/occhio-ai-pensieri-ombottigliati-dei-giovani-uominiincazzati/14009""}]"
"","Efuza","http://www.rockit.it/efuza","Band, Grosseto, Toscana","1","Alternativo, Indie, Jazz ","url(/thumb700x250/nopic/noarticolo.jpg)","[]","\n<div class=""content-rece""><p>Gruppo alternative Toscano, pezzi nostri e musica del genere non perfettamente identificabile.</p> </div>\n","[]"
"","Efuza","http://www.rockit.it/efuzaefuza","Band, Grosseto, Toscana","1","Pop rock, Jazz, Indie ","url(/thumb700x250/foto/113047.jpg)","[""/recensione/30424/efuza-montecristo"",""/user/Efuza""]","\n<div class=""content-rece""><p>Indie-Rock e assoli Jazz nell&apos;Ep d&apos;esordio &quot;Montecristo&quot; della band Toscana.</p> <p>Gli Efuza nascono nel mese di maggio 2014, suonando pezzi Indie-Rock di artisti come Arctic Monkeys, Kasabian, Black Keys e Kings of Leon fra i pi&#xF9; noti. <br>\n<br>\nIl gruppo &#xE8; composto da Francesco Lenzi (chitarra e voce), Carlo Pareti (basso e cori), Stefano Marini (chitarra solista) e Matteo Cappelli (batteria) e hanno un&apos;et&#xE0; compresa fra i 17 e i 19 anni. Nel giro di un paio di mesi, dopo aver provato molto per suonare quelle 21-22 cover (che servono per reggere una serata di due ore in un qualsiasi pub), i quattro ragazzi grossetani iniziano a scrivere pezzi propri, in italiano. <br>\n<br>\nDopo aver vinto un contest ed una buonissima cifra decidono di registrare il loro primo Ep &quot;Montecristo&quot;, meno di un anno dopo la loro formazione.<br>\n<br>\nIl loro stile musicale di band indipendente inizia a delinearsi fra le ritmiche e le strutture chiaramente provenienti dal rock d&apos;oltremanica e i fraseggi del chitarrista, jazzista e devoto di artisti come Coltrane, Frisell, Metheny, Mingus e Parker.<br>\n<br>\nIl gruppo attualmente sta lavorando ad altri inediti e fissando date nella bassa Toscana. <br>\n<br>\nL&apos;origine del nome viene dalla sintesi delle parole &quot;fusa&quot; e &quot;fuzz&quot;, un gatto distorto (anni sessanta)</p></div>\n","[{""name"":""Montecristo"",""date"":"" 2015 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/30424.jpg"",""link"":""http://www.rockit.it/efuzaefuza/album/montecristo/30424""}]"
"","Ega","http://www.rockit.it/ega","Band, Sicilia","0","Sperimentale, Elettronico, Alternativo ","url(/thumb700x250/nopic/noarticolo.jpg)","[]","\n<div class=""content-rece""></div>\n","[]"
"","Egg","http://www.rockit.it/egg","Band, Marche","0","Sperimentale, Metal, Crossover ","url(/thumb700x250/foto/2213.jpg)","[""/recensione/2915/egg-egg"",""/user/eg553121g""]","\n<div class=""content-rece""><p>Gli egg si formano e in effetti nascono nel febbraio del 2000 sotto il nome di TapeWorm stimolati da una voglia terribile di emergere dalla triste scena musicale maceratese. Suonano a Roma in molti locali e mantengono uno stretto contatto con l&#x2019;ambiente underground della capitale(dove tre di loro infatti studiano). Dopo aver pubblicato un loro primo demo cd contenete 3 pezzi inediti ed una cover (recensito da riviste specializzate con ottimi risultati), in cerca di un contratto discografico, decidono di pubblicare il loro debut album con la SoulCraft/VacationHouseRecords di Biella, etichetta d&#x2026;</p></div>\n","[{""name"":""egg"",""date"":"" 2004 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/2915.jpg"",""link"":""http://www.rockit.it/egg/album/egg/2915""}]"
"","Egg Ebb","http://www.rockit.it/eggebb","Band, Abruzzo","0","Punk ","url(/thumb700x250/foto/2076.jpg)","[""/recensione/1209/egg-ebb-god-bless-us""]","\n<div class=""content-rece""></div>\n","[{""name"":""God Bless Us"",""date"":"" 2001 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/1209.jpg"",""link"":""http://www.rockit.it/eggebb/album/god-bless-us/1209""}]"
"","Eggs on a Plane","http://www.rockit.it/eggsonaplane","Band, Emilia Romagna","0","Hard Rock, Garage, Punk rock ","url(/thumb700x250/foto/88054.jpg)","[""/recensione/25428/eggs-on-a-plane-animali-umani"",""/user/eggsonaplane""]","\n<div class=""content-rece""><p>Band nata nel nome del Sacro Uovo. Hail to the Egg.</p> <p>Gli &quot;Eggs On a Plane&quot; nascono qualche anno fa con lo scopo di creare la musica pi&#xF9; figa possibile. Per riuscirci il nostro manipolo di eroi ha messo assieme, modificato e riarrangiato le influenze pi&#xF9; varie ed eventuali. Canzone dopo canzone, concerto dopo concerto sono riusciti a creare qualcosa di mai ascoltato prima, dove ondate di rock, grunge e indie si mescolano a stacchi di punk e cantautorato. E nonostante tutto ancora non riescono a fare musica ascoltabile, bel macello eh? ;)</p></div>\n","[{""name"":""Animali Umani"",""date"":"" 2014 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/25428.jpg"",""link"":""http://www.rockit.it/eggsonaplane/album/animali-umani/25428""}]"
"","Eggs [Lombardia]","http://www.rockit.it/eggslombardia","Band, Lombardia","0","Rock, Pop, Alternativo ","url(/thumb700x250/foto/2969.jpg)","[""/news/nuove-selezioni-milano-voci-contromano"",""/news/terza-serata-band-cantiere-cremona"",""/recensione/2334/eggs-lombardia-3-eggs-for-1-press-11"",""/user/eggs""]","\n<div class=""content-rece""><p>&#x2026;SFERICA FORSE NO. PIU&apos; OVALE. DISASSATA, ASIMMETRICA, ECCENTRICA. MA PURA, LISCIA, COMPIUTA. COME I SUONI CHE CI CONQUISTANO. COME IL NOME CHE ABBIAMO SCELTO. PERCHE&apos; SE LA SFERA E&apos; DAVVERO LA PERFEZIONE, ALLORA L&apos;UOVO NON PUO&apos; ESSERE CHE LA MUSICA</p></div>\n","[{""name"":""Quello che non c’è"",""date"":"" 2007 "",""cover"":""http://www.rockit.it/thumb200x200/nopic/nocd.jpg"",""link"":""http://www.rockit.it/eggslombardia/album/quello-che-non-ce/6396""},{""name"":""Eggs demo"",""date"":"" 2004 "",""cover"":""http://www.rockit.it/thumb200x200/nopic/nocd.jpg"",""link"":""http://www.rockit.it/eggslombardia/album/eggs-demo/5231""},{""name"":""3 eggs for 1 £ (press 11)"",""date"":"" 2002 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/2334.jpg"",""link"":""http://www.rockit.it/eggslombardia/album/3-eggs-for-1-press-11/2334""}]"
"","Eggs [Toscana]","http://www.rockit.it/eggstoscana","Band, Toscana","0","Punk ","url(/thumb700x250/nopic/noarticolo.jpg)","[""/user/eg464267g""]","\n<div class=""content-rece""></div>\n","[]"
"","Eggsite","http://www.rockit.it/eggsite","Band, Spilamberto (MO), Emilia Romagna","3","Rock, Pop, Indie ","url(/thumb700x250/foto/4841.jpg)","[""/recensione/20022/eggsite-under-the-surface"",""/user/eggsite""]","\n<div class=""content-rece""><p>Gli EggSite nascono agli inizi del 2008. Alice Montagnani alla chitarra e voce principale, Christian Bandieri al basso, Andrea Traversa batteria e cori. Ispirandosi a sonorit&#xE0; di tipo prettamente British, gli EggSite spaziano dalle pi&#xF9; incalzanti tonalit&#xE0; dell&apos;indie rock alle pi&#xF9; spensierate e melodiche linee del powerpop creando cos&#xEC; un mix capace di rendere le sonorit&#xE0; pi&#xF9; variegate che mai. La band sorge dalle ceneri dei Temporary Name, cover band Indie Rock attiva fino al termine del 2007. Dopo nasce il progetto EggSite e dopo pochi mesi esce il primo Ep autoprodotto Supposed To Be Lo-Fi. Al tempo stesso la band partecipa anche ai suoi primi contest riuscendo in molte occasioni a vincere o a ottenere premi speciali e piazzamenti. Le influenze del gruppo sono numerose, si va dal rock pi&#xF9; melodico degli U2 a quello pi&#xF9; diretto e cupo di Interpol ed Editors, fino a raggiungere le linee pi&#xF9; sporche degli Yeah Yeah Yeahs e sexy dei Garbage. Da ci&#xF2; ne risulta un Indie Rock ballabile contrastato da sfumature romantiche e malinconiche. All&#x2019;inizio del 2010 il gruppo inizia a lavorare al proprio primo disco che vedr&#xE0; la luce nella seconda met&#xE0; dell&#x2019;anno.</p></div>\n","[{""name"":""Under the surface"",""date"":"" 2013 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/20022.jpg"",""link"":""http://www.rockit.it/eggsite/album/under-the-surface/20022""},{""name"":""Supposed To Be Lo-Fi (Demo)"",""date"":"" 2008 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/8831.jpg"",""link"":""http://www.rockit.it/eggsite/album/supposed-to-be-lo-fi-demo/8831""}]"
"","Egida","http://www.rockit.it/httpon.fb.me1M85nSH","Band, Perugia, Umbria","0","Ambient, Alternativo, Acustico ","url(/thumb700x250/foto/115059.jpg)","[""/user/Egida""]","\n<div class=""content-rece""><p>Noi siamo gli Egida, un gruppo alt-rock di Perugia, ma con origini campane. <br>\nSiamo fratello e sorella ( Max: voce e chitarra acustica, Lucia: chitarre elettriche), due chitarre, una sola voce.<br>\nIl 3 ottobre 2015 &#xE8; uscito il nostro primo EP, &quot;Medusa&quot;, registrato negli studi di Radio Bombay (<a href=""http://www.radiobombay.it"" target=""_blank"" rel=""nofollow"">www.radiobombay.it</a>) da Tore Marazzita.<br>\n<br>\nMedusa &#xE8; un concept album che racconta una storia, quella di un uomo senza volto, Fronte, e di un percorso interiore che parte da &quot;Raptus&quot; (prima traccia e singolo che ha anticipato l&apos;uscita dell&apos;album), da un impulso malato dettato dall&apos;unico sguardo che non si lascia guardare, quello di Medusa, per poi proseguire con &quot;Geyser&quot;, ovvero l&apos;urlo, la risalita dal proprio inferno privato, e concludersi con &quot;Great Blue Hole&quot;, il motivo per il quale si reagisce alla Paura, guardandosi dentro, e scoprendo di incarnare la propria egida, lo scudo sul quale Atena impresse il volto decapitato di Medusa.<br>\n<br>\nMusica e testi sono degli Egida, tranne il testo di &quot;Great Blue Hole&quot;, estratto da &quot;Oceano Mare&quot; di Alessandro Baricco.</p></div>\n","[{""name"":""Medusa"",""date"":"" 2015 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/30804.jpg"",""link"":""http://www.rockit.it/httpon.fb.me1M85nSH/album/medusa/30804""}]"
"","Egle Sommacal","http://www.rockit.it/eglesommacal","Band, Veneto","29","Strumentale, Blues, Acustico, Alt-country ","url(/thumb700x250/foto/4538.jpg)","[""/articolo/10-pezzi-massimo-volume-selezione"",""/news/musica-contro-insonnia"",""http://www.rockit.it/gallery/circolo-arci-lato-b-festa-ringraziamento-2015-we-sound-shit/32276-110604"",""/user/bscmtt""]","\n<div class=""content-rece""><p>Egle Sommacal, chitarrista-compositore, nasce a Belluno, 1966. Inizia a fare musica circa nel 1981 in formazioni varie. Fondamentalmente autodidatta, si interessa a varie forme musicali e alla ricerca di un suono e di un modo personale di suonare la chitarra elettrica. La prima prova discografica &#xE8; con il gruppo Detriti, formato da strani personaggi dell&#x2019;area bellunese. Negli anni di questo progetto musicale, si trasferisce a Bologna, dove tuttora vive, e poco dopo entra nei Massimo Volume con i quali incide 4 dischi e firma la colonna sonora del film &#x201C;Almost Blue&#x201D; di Alex Infascelli (2001). In questi anni, sono molte le collaborazioni, tra gli altri: Steve Piccolo, Giancarlo Onorato, Lalli, Starfuckers, Moltheni, e l&#x2019;accompagnamento musicale dei readings di Emidio Clementi. Nel 2001, allo scioglimento dei Massimo Volume, entra nella formazione italo-francese degli Ulan-Bator con la quale registra &#x201C;Nouvel Air&#x201D;. Contemporaneamente forma, con musicisti dell&#x2019;area bolognese, il gruppo Marsela, con il quale produce un 7&#x2019;. Partecipa al progetto di Vince Vasi QY e ai reading di Wu Ming II, compone musiche per corto e medio metraggi (&#x201C;Il grande Anarca&#x201D; presentato al Festival del Cinema di Venezia, fuori concorso), documentari e spot pubblicitari. Negli ultimi due anni, il suo interesse per la chitarra acustica, per le tecniche di fingerpicking trasportate anche sull&#x2019;elettrica, una certa passione per l&#x2019;American Primitive guitar di John Fahey, si traducono in una ricerca personale, seppur legata alla tradizione. Ricerca che trova il suo approdo in &#x201C;Legno&#x201D;, esordio da solista per sola chitarra acustica, in uscita a Gennaio 2007 per Unhip Records.</p></div>\n","[{""name"":""Il cielo si sta oscurando"",""date"":"" 2014 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/26834.jpg"",""link"":""http://www.rockit.it/eglesommacal/album/il-cielo-si-sta-oscurando/26834""},{""name"":""Tanto non arriva"",""date"":"" 2009 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/10966.jpg"",""link"":""http://www.rockit.it/eglesommacal/album/tanto-non-arriva/10966""},{""name"":""Legno"",""date"":"" 2007 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/6824.jpg"",""link"":""http://www.rockit.it/eglesommacal/album/legno/6824""}]"
"","Ego Brain","http://www.rockit.it/egobrain","Band, Roma, Lazio","0","Rock, Alternativo, Electro ","url(/thumb700x250/nopic/noarticolo.jpg)","[""/recensione/21999/ego-brain-phoenix"",""/user/egobrain""]","\n<div class=""content-rece""><p>La pagina RockIT degli Ego Brain</p> <p>Gli Ego Brain nascono artisticamente nel 2006 ma alternano nel corso degli anni varie voci e trovano soltanto nel 2012 una completa maturit&#xE0; stilistica con l&apos;arrivo di Vittorio.<br>\nDurante il suo percorso il gruppo ha esplorato varie sonorit&#xE0; fino al raggiungimento di un equilibrio tra alternative rock ed elettronica, con testi in italiano.<br>\nSono attualmente in lavorazione i brani che andranno a formare il prossimo EP della band.<br>\nTra gli ultimi appuntamenti live si segnalano i palchi del Circolo De- gli Artisti, Brancaleone, Stazione Birra e la partecipazione come opening act per Cristina Don&#xE0;.</p></div>\n","[{""name"":""Phoenix"",""date"":"" 2013 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/21999.jpg"",""link"":""http://www.rockit.it/egobrain/album/phoenix/21999""}]"
"","Egofobica","http://www.rockit.it/egofobica","Band, Rovigo, Veneto","0","Rock, Indie, Alternativo ","url(/thumb700x250/nopic/noarticolo.jpg)","[""/user/egofobica""]","\n<div class=""content-rece""><p>rock alternative</p> <p>Gli Egofobica si formano nel Giugno del 2009,i componenti che condividono la stessa passione per la musica si ritrovano,in una sala prove di fortuna denominata da loro &quot;RIVER HOUSE&quot; perch&#xE8; adiacente all&apos;argine del fiume Po.La musica degli Egofobica &#xE8; un rock travolgente con svariati effetti,basso distorto e batteria possente che raccontano la delusione e il malessere della vita..Il 2010 &#xE8; stato un&apos;anno di intenso lavoro e di eventi live,che non sono mancati,tanto da raggiungere circa 30 uscite. A scadere dell 2011 possiamo dire che &#xE8; stato un&apos;anno davvero importante, l&apos;aggiunta di un quarto menbro alle tastiere e synth (Matteo Bortolotti)che completa la line-up Egofobica.Quest&apos;anno le date non sono mancate, raggiungendo circa 30 live tra veneto,emilia romagna e lombardia.Numerose le soddisfazioni, ricordiamo la partecipazione a Sconcertando,storico festival veneto della musica indie in opening a Brunori SAS,cantautore calabrese,il concerto alCaruso con i Funkowl e i bellunesi Mole Moonwalktet,il concerto al Bario&apos;s di Milano e tanti altri. In data 3/12/11 uscira&apos; il primo disco autoprodotto intitolato &quot;il leone e lo scorpione&quot;e successivamente la promozione del disco attraverso l&apos;attivita&apos; live.</p></div>\n","[{""name"":""Il leone e lo scorpione"",""date"":"" 2011 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/20042.jpg"",""link"":""http://www.rockit.it/egofobica/album/il-leone-e-lo-scorpione/20042""}]"
"","Egokid","http://www.rockit.it/egokid","Band, milano (MI), Lombardia","119","Cantautore, Rock, Pop ","url(/thumb700x250/foto/87866.jpg)","[""/news/egokid-nuovo-video-non-balliamo-piu-mi-ami-concerto"",""/recensione/24576/egokid-troppa-gente-su-questo-pianeta"",""/articolo/egokid-i-testi-in-anteprima"",""/user/eg323605k"",""/user/egokid""]","\n<div class=""content-rece""><p>Troppa gente su questo pianeta</p> <p>Gli Egokid nascono a Milano, creatura di Diego Palazzo e Piergiorgio Pardo, studenti della scuola civica di jazz, entrambi cantanti e aspiranti autori di canzoni, che la passione per il rock inglese anni &apos;70 e il pop anni &apos;90 ha avvicinato, isolandoli dalle dinamiche accademiche, nella comune ricerca di qualcosa di nuovo. <br>\nQuando nascono, gli Egokid sono una band dall&apos;attitudine iconoclasta, ma esibita in chiave camp surreale, che guarda al contemporaneo post-rock e al modernariato pop degli Stereolab per definire una personale idea di psichedelia. Tutto ci&#xF2; si esemplifica nell&apos;album di debutto &#x201C;The Egotrip Of The Egokid&#x201D; (uscito nel 2003 per Snowdonia), mentre nel seguente &#x201C;The K Icon&#x201D; (EthnoWorld 2006) la band comincia un percorso verso la forma canzone e i crossover stilistici, definendo la propria idea di pop dissacrante. Un parziale scarto dall&apos;ironia amara delle prime prove si attua nel successivo &#x201C;Minima Storia Curativa&#x201D;, il primo album in italiano, che vede l&apos;avvicendarsi di una nuova formazione: a Diego e Pier si aggiungono Fabrizio Bucchieri (basso), Davide &#x201C;Debe&#x201D; Debenedetti (sintetizzatori) e Cristian Clemente (chitarra elettrica). Nell&apos;album, realizzato da Aiuola Dischi, emerge un approccio pi&#xF9; intimista, legato alle esperienze personali dei due autori. <br>\nAccasatisi presso la Novunque di Alessandro Cesqui, gli Egokid arrivano all&apos;appuntamento con il quarto album: &#x201C;Ecce Homo&#x201D; esce all&apos;inizio del 2011 e raccoglie moltissimi consensi di critica oltre che un confronto con un pubblico pi&#xF9; ampio, raccontando storie di &#x201C;un&apos;umanit&#xE0; reale&#x201D;. <br>\nLa band, a cui si aggiunge per il tour di &quot;Ecce Homo&quot; il batterista Giacomo Carlone, ha continuato le proprie collaborazioni autoriali e ha inoltre partecipato ad alcuni tributi come quello a Ivan Cattaneo e il fortunatissimo &quot;Con due deca&quot; realizzato da Rockit per il ventennale degli 883 nel 2012. <br>\nIl 04 febbraio 2014 uscir&#xE0; il loro quinto album in studio &quot;Troppa gente su questo pianeta&quot;.</p></div>\n","[{""name"":""Troppa gente su questo pianeta"",""date"":"" 2014 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/24576.jpg"",""link"":""http://www.rockit.it/egokid/album/troppa-gente-su-questo-pianeta/24576""},{""name"":""Ecce homo"",""date"":"" 2011 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/14661.jpg"",""link"":""http://www.rockit.it/egokid/album/ecce-homo/14661""},{""name"":""Minima Storia Curativa"",""date"":"" 2008 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/8439.jpg"",""link"":""http://www.rockit.it/egokid/album/minima-storia-curativa/8439""},{""name"":""The K-Icon"",""date"":"" 2006 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/5981.jpg"",""link"":""http://www.rockit.it/egokid/album/the-k-icon/5981""},{""name"":""The egotrip of the egokid"",""date"":"" 2003 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/2590.jpg"",""link"":""http://www.rockit.it/egokid/album/the-egotrip-of-the-egokid/2590""},{""name"":""Sean Connery vs Man-uro"",""date"":"" 2002 "",""cover"":""http://www.rockit.it/thumb200x200/nopic/nocd.jpg"",""link"":""http://www.rockit.it/egokid/album/sean-connery-vs-man-uro/1910""},{""name"":""Rockit vol. 59 - speciale MI AMI 2014"",""date"":"" 2014 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/25608.jpg"",""link"":""http://www.rockit.it/compilation/rockit-vol-59-speciale-mi-ami-2014/25608""},{""name"":""STALLONE (The Movie) - OST"",""date"":"" 2013 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/24271.jpg"",""link"":""http://www.rockit.it/compilation/stallone-the-movie-ost/24271""},{""name"":""Con due deca - La prima compilation di cover degli 883"",""date"":"" 2012 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/19203.jpg"",""link"":""http://www.rockit.it/compilation/con-due-deca-la-prima-compilation-di-cover-degli-883/19203""},{""name"":""MI AMI 2011"",""date"":"" 2011 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/15467.jpg"",""link"":""http://www.rockit.it/compilation/mi-ami-2011/15467""},{""name"":""Top.it 2011"",""date"":"" 2011 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/18001.jpg"",""link"":""http://www.rockit.it/compilation/topit-2011/18001""}]"
